Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
41,27,República,-23.5436,-46.6434,11,107137,48,18,7,NORMAL,14,2019-1-1,14,00a236e7cdc1b52bc70cd23b24f995e7,1-f40f0d06a536dbb0bab585b952f07039,6841
27,32,Tamanduateí,-23.5929,-46.5897,12,52533,13,86,10,NORMAL,20,2018-9-28,38,00ebceb10215faf258a928773402511c,1-5cd5b1763ae4e5f5551d6fc17caeede2,3148
10,14,Consolação,-23.5581,-46.6606,34,112157,27,63,17,NORMAL,36,2019-8-24,25,00ebceb10215faf258a92877340aee93,1-2876753344aadbee0de32add0050c40f,2754
28,34,Tamanduateí,-23.5929,-46.5897,14,53320,45,78,30,REABASTECER,5,2019-4-10,47,00ebceb10215faf258a928773410a266,1-fce9d0773ba3b1549ad4a0b57652d536,3340
26,32,Tamanduateí,-23.5929,-46.5897,13,49722,43,66,25,NORMAL,43,2019-4-11,41,00ebceb10215faf258a928773410be78,1-aa3af06202dfdaa60d095ec84d442d6f,3341
23,16,Tamanduateí,-23.5929,-46.5897,16,52427,65,74,16,REABASTECER,5,2019-7-26,13,00ebceb10215faf258a9287734182390,1-77e9e2a2247b4b1a44525b33a798049e,3446
43,35,Tamanduateí,-23.5929,-46.5897,4,50599,44,4,22,REABASTECER,23,2018-4-2,33,00ebceb10215faf258a92877341bb7ff,1-88725bdc4df735617c1f57f4f0ebdea4,2972
29,38,Tamanduateí,-23.5929,-46.5897,21,52813,55,7,7,REABASTECER,2,2018-5-8,65,00ebceb10215faf258a92877341e8405,1-c73434e82b9f600731a91ce97aa19227,3008
12,13,Sé,-23.55,-46.6333,41,194361,19,25,7,NORMAL,18,2018-3-25,26,00ebceb10215faf258a928773429df68,1-e95bc56e7627431323f6612434048405,3685
37,8,Sé,-23.55,-46.6333,14,191318,3,40,33,REABASTECER,3,2018-5-2,27,00ebceb10215faf258a92877342c5f87,1-6ff9856e1d1265992351547a3a9c1659,3722
13,29,Sé,-23.55,-46.6333,32,195238,10,65,38,NORMAL,43,2018-7-19,65,00ebceb10215faf258a928773432b3ed,1-d63ae98fd10b94206f855978a49c1b40,3799
34,43,Tamanduateí,-23.5929,-46.5897,22,52631,57,63,35,REABASTECER,5,2019-4-20,47,00ebceb10215faf258a9287734383730,1-4ca14e7bffe6f81fc3d6928d07da4d69,3350
1,23,Tamanduateí,-23.5929,-46.5897,15,52613,17,41,20,NORMAL,5,2019-5-29,32,00ebceb10215faf258a92877343beac5,1-24fda3384681d94c55e4ae9351cc4762,3389
41,38,Sé,-23.55,-46.6333,29,192882,10,40,31,NORMAL,39,2018-12-6,16,00ebceb10215faf258a92877343d05fc,1-9199abe4a108c993b331a527c7ae43d9,3936
6,21,Sé,-23.55,-46.6333,24,193251,25,42,43,REABASTECER,11,2018-5-11,29,00ebceb10215faf258a928773443edc0,1-4d68ce667209d92faab3c9d9f9917550,3731
18,43,Sé,-23.55,-46.6333,38,193382,41,47,13,NORMAL,25,2018-5-19,47,00ebceb10215faf258a928773444d969,1-854a4f701fde186b66862b6f4acbb5b8,3739
30,17,Sé,-23.55,-46.6333,24,193650,50,17,23,NORMAL,28,2018-6-9,43,00ebceb10215faf258a9287734466441,1-b1064b45b7da632724a6399993e9955a,3759
2,30,Tamanduateí,-23.5929,-46.5897,34,51786,23,29,39,NORMAL,24,2019-10-22,61,00ebceb10215faf258a928773447461b,1-dd0877639e382e44024d7eccd66e7925,3532
39,36,Tamanduateí,-23.5929,-46.5897,38,51647,9,31,27,REABASTECER,5,2019-11-17,24,00ebceb10215faf258a928773449272a,1-fa4f4aebcb396719bce2fe051c8244fd,3557
33,37,Sé,-23.55,-46.6333,38,191511,12,20,37,REABASTECER,4,2019-5-20,46,00ebceb10215faf258a928773449d241,1-4d7d6d8ab48e174534bd6ae0f5a9d06c,4100
21,30,Sé,-23.55,-46.6333,30,194243,55,77,26,NORMAL,33,2019-5-23,27,00ebceb10215faf258a928773449f0ec,1-b7db6a9984099d0a05f27259dbe1b0f4,4103
20,24,Sé,-23.55,-46.6333,23,193903,29,42,34,NORMAL,32,2019-8-26,10,00ebceb10215faf258a92877345165e2,1-64cca00811569aa2344356a2d4af8334,4196
24,33,Sé,-23.55,-46.6333,35,194025,56,35,38,NORMAL,43,2019-3-9,32,00ebceb10215faf258a92877345ad600,1-7bffa24c79ee94aa1b40c5aa4f5c4e22,4029
25,7,Sé,-23.55,-46.6333,5,194107,30,68,11,REABASTECER,12,2018-9-11,8,00ebceb10215faf258a92877345feb6a,1-b6f82b6218f524af1d22d1e903a3b19a,3851
41,25,Brás,-23.5451,-46.6162,9,71384,38,53,40,NORMAL,8,2018-4-27,42,00ebceb10215faf258a928773463a15e,1-2ea4866f5d643cc313be0e39d94aa710,4437
6,28,Sé,-23.55,-46.6333,16,193998,23,86,34,REABASTECER,35,2018-11-12,43,00ebceb10215faf258a9287734644390,1-4171d1bb401f694dec55aab4f65811aa,3912
6,40,Sé,-23.55,-46.6333,35,194923,65,29,15,NORMAL,23,2019-8-9,65,00ebceb10215faf258a9287734656e15,1-59461e5f7afa599a370c94779b2b4a78,4179
36,32,Sé,-23.55,-46.6333,27,194508,52,86,5,NORMAL,8,2019-8-12,47,00ebceb10215faf258a928773465818c,1-c430f7a4fe52908e35d1469e037e797a,4182
21,27,Sé,-23.55,-46.6333,31,193708,34,48,6,REABASTECER,16,2019-1-3,17,00ebceb10215faf258a92877346812dd,1-fea7ff6df0362ef908bd75d15a10a5ac,3963
5,26,Sé,-23.55,-46.6333,24,194588,42,40,19,NORMAL,12,2019-12-13,2,00ebceb10215faf258a92877346e95a7,1-6ff0d06b4dd4326d493725712a8f1bb6,4303
7,37,Brás,-23.5451,-46.6162,37,73631,23,40,43,NORMAL,15,2018-2-1,50,00ebceb10215faf258a928773471c6ab,1-e4cc72e438f07f3f28306db11f9d2cd1,4351
15,22,Brás,-23.5451,-46.6162,36,72540,49,78,2,NORMAL,22,2018-3-1,44,00ebceb10215faf258a9287734745617,1-3d2638cb5da2ab98d2914a6a57c1e909,4381
9,10,Brás,-23.5451,-46.6162,8,71341,6,25,16,REABASTECER,31,2018-4-2,26,00ebceb10215faf258a92877347614ca,1-4f08d1759b110b00c0a544d569e854cc,4412
43,7,Brás,-23.5451,-46.6162,43,71063,62,10,5,NORMAL,21,2018-4-4,11,00ebceb10215faf258a9287734765189,1-146c1257113e7d2d60b65551f18c9cd5,4414
12,17,Brás,-23.5451,-46.6162,16,74208,28,21,32,NORMAL,25,2019-1-17,18,00ebceb10215faf258a92877347652ad,1-46d1cb302725e07f60621dd5ab0b3459,4697
30,33,Brás,-23.5451,-46.6162,43,71813,27,28,28,NORMAL,40,2018-5-10,26,00ebceb10215faf258a9287734789204,1-7002537c765d8391a2d94e832790b74c,4450
24,28,Brás,-23.5451,-46.6162,41,73639,24,17,24,NORMAL,36,2018-5-11,21,00ebceb10215faf258a928773478a985,1-861bf65f4010ef61992279307a8ab9f3,4451
35,34,Sé,-23.55,-46.6333,3,192897,25,60,38,REABASTECER,24,2019-10-5,8,00ebceb10215faf258a92877347b7591,1-88151231ace61dc78da7d928d7fbd76a,4235
32,32,Brás,-23.5451,-46.6162,36,71250,65,86,43,NORMAL,43,2019-7-12,55,00ebceb10215faf258a9287734829886,1-643daa12329736645499d0ecc1cb6fad,4872
3,17,Brás,-23.5451,-46.6162,43,73106,7,65,7,REABASTECER,12,2018-11-28,35,00ebceb10215faf258a92877348753c3,1-6c7e624370dc13bfd4db61d0d91adcb6,4648
11,28,Brás,-23.5451,-46.6162,4,74241,65,24,17,REABASTECER,11,2018-6-26,47,00ebceb10215faf258a92877348ef0b0,1-3534cec54ed4cd7047cd88648edcf591,4496
43,31,Brás,-23.5451,-46.6162,27,71011,11,37,23,REABASTECER,2,2019-10-4,2,00ebceb10215faf258a92877349ca09f,1-e44b1a7b96dbfeb1410ec708603bbb65,4954
43,35,Brás,-23.5451,-46.6162,43,71451,63,48,16,NORMAL,8,2019-11-18,40,00ebceb10215faf258a92877349f55b7,1-4a0b6992e3426519f1cf09c45b1140fc,4998
18,20,Brás,-23.5451,-46.6162,21,72918,20,77,34,NORMAL,29,2019-11-24,2,00ebceb10215faf258a92877349fd7a0,1-08db7f64de9e8c3af0f3db3698f59ddd,5004
26,43,Brás,-23.5451,-46.6162,43,74255,65,32,21,REABASTECER,6,2019-3-16,17,00ebceb10215faf258a9287734a0e7a3,1-41f8d674a351924e6a06e352ef6e8470,4756
4,33,Brás,-23.5451,-46.6162,42,71786,56,75,19,NORMAL,19,2019-5-3,12,00ebceb10215faf258a9287734a47b0b,1-8c384885fd450112e50b0240fc21e3c3,4803
34,43,Barra Funda,-23.5542,-46.6707,28,148996,39,39,23,NORMAL,31,2018-12-3,15,00ebceb10215faf258a9287734a55a59,1-8c23d14921cc43c94a15b9e461ec5f3f,5373
35,26,Brás,-23.5451,-46.6162,17,73295,13,42,43,NORMAL,3,2019-6-20,12,00ebceb10215faf258a9287734a84b22,1-575af66e42b5d85097d0697e914e7d8e,4850
24,31,Barra Funda,-23.5542,-46.6707,23,148469,22,86,35,NORMAL,34,2018-4-7,59,00ebceb10215faf258a9287734a94d97,1-f44af49f164febd5a63393b28422accd,5137
34,43,Barra Funda,-23.5542,-46.6707,35,149958,35,43,41,NORMAL,43,2018-4-28,43,00ebceb10215faf258a9287734ab30d4,1-2a23c33026f74c983b0ef9da51d877b1,5158
22,40,Barra Funda,-23.5542,-46.6707,21,149208,5,11,26,NORMAL,31,2018-5-1,20,00ebceb10215faf258a9287734ab72dc,1-f82cb338f5b8183e44fecd68f495cd9b,5161
13,8,Barra Funda,-23.5542,-46.6707,27,148411,4,57,18,REABASTECER,16,2019-3-10,65,00ebceb10215faf258a9287734ad39da,1-31f0251a5c752975e3fd57332be421df,5470
24,7,Barra Funda,-23.5542,-46.6707,27,150485,55,44,14,NORMAL,28,2018-5-24,50,00ebceb10215faf258a9287734ad4013,1-9bfe9717aa4f0b24d94c7c911b4ae477,5184
34,43,Barra Funda,-23.5542,-46.6707,16,150164,17,17,35,NORMAL,31,2019-4-8,65,00ebceb10215faf258a9287734aeeb4c,1-26356f576c62b769c5683c294a65becc,5498
41,17,Barra Funda,-23.5542,-46.6707,9,148426,6,27,28,NORMAL,41,2019-5-22,12,00ebceb10215faf258a9287734b26b3a,1-c4fcae26f13659e0570ff8a9dd254280,5542
12,7,Barra Funda,-23.5542,-46.6707,9,146777,28,54,37,NORMAL,14,2019-6-9,21,00ebceb10215faf258a9287734b3952c,1-f6b5feac8c102c379ad629d1761554a5,5559
8,38,Barra Funda,-23.5542,-46.6707,39,149998,26,66,39,NORMAL,23,2018-9-17,56,00ebceb10215faf258a9287734b58745,1-cb06e4d538c0548c70c33cbb31b263da,5297
39,43,Barra Funda,-23.5542,-46.6707,19,148378,2,74,31,NORMAL,13,2019-8-28,10,00ebceb10215faf258a9287734b9ba73,1-cb20e1e3798545ff15bb01d2792fe03b,5638
25,13,Barra Funda,-23.5542,-46.6707,33,149639,47,22,17,NORMAL,17,2018-6-5,38,00ebceb10215faf258a9287734c3b484,1-8c39c8187f703bf13a30a24b16cf9d74,5195
36,12,Barra Funda,-23.5542,-46.6707,7,147557,65,18,26,REABASTECER,35,2019-5-23,8,00ebceb10215faf258a9287734c898d7,1-fc6f0cb8cbd6912a2a3f21a8c3b45943,5543
38,27,Barra Funda,-23.5542,-46.6707,14,148261,18,26,22,NORMAL,9,2019-9-20,65,00ebceb10215faf258a9287734ef9ffe,1-6133e5244b531af300b2336363c331b3,5660
9,24,Barra Funda,-23.5542,-46.6707,42,146756,30,59,13,REABASTECER,4,2019-2-21,65,00ebceb10215faf258a9287734f58eeb,1-8f52eba17b99df9cdeaf2bca878a36c0,5451
20,34,Tatuapé,-23.5402,-46.5765,26,68656,3,4,3,REABASTECER,9,2018-11-12,20,00ebceb10215faf258a9287734f957e3,1-5ee756b22b3e2da06e3830944ea7a6ca,6072
16,21,Barra Funda,-23.5542,-46.6707,6,150177,43,53,8,REABASTECER,9,2019-4-14,22,00ebceb10215faf258a9287734fa34d8,1-7386f428d12c7cb17e7739c9cb53b981,5504
14,15,Barra Funda,-23.5542,-46.6707,11,149536,21,74,43,NORMAL,3,2019-5-8,53,00ebceb10215faf258a9287734fbec29,1-6c7cd6900fc6223ca7b45ba7f838cbff,5528
34,37,Pinheiros,-23.5664,-46.703,43,77460,29,86,34,REABASTECER,6,2019-6-9,50,0120472f15d821f24f91c6cf67007c16,1-2e2a48a7678caf3db715e5c454a200d4,9159
24,20,Pinheiros,-23.5664,-46.703,5,78359,44,47,19,REABASTECER,41,2019-10-3,34,0120472f15d821f24f91c6cf6708b932,1-232b178206f4de88b0495b19ea6e9fbf,9273
37,12,Pinheiros,-23.5664,-46.703,34,76663,65,6,12,REABASTECER,5,2019-12-3,21,0120472f15d821f24f91c6cf670d7d32,1-6a8435507b337039658a0b101a3d73b3,9333
4,17,Pinheiros,-23.5664,-46.703,8,77588,25,67,6,REABASTECER,39,2019-8-23,51,0120472f15d821f24f91c6cf670de4ce,1-479a4407615d87fd17ad2e1094bdb611,9233
17,40,Pinheiros,-23.5664,-46.703,31,78877,39,63,17,NORMAL,43,2019-9-12,59,0120472f15d821f24f91c6cf670f73fe,1-94cb0968511245c101a99abd4a94a4ea,9252
32,2,Butantã,-23.5844,-46.7252,26,64316,15,47,39,NORMAL,39,2018-10-13,15,0120472f15d821f24f91c6cf6712940c,1-6181fae61ab109eb97f39fe4fca814d7,9643
19,24,Pinheiros,-23.5664,-46.703,39,78603,44,2,22,NORMAL,23,2019-12-29,20,0120472f15d821f24f91c6cf67177fe9,1-16bd865796282c740abf8d715f80231c,9359
29,8,Butantã,-23.5844,-46.7252,13,66377,61,86,31,NORMAL,29,2018-12-30,65,0120472f15d821f24f91c6cf6718a994,1-516e32bd019700977086a2143b5ff08b,9720
1,36,Butantã,-23.5844,-46.7252,21,64795,7,44,18,NORMAL,10,2019-3-6,20,0120472f15d821f24f91c6cf671d4f7c,1-b150c151e423f1f819aee69cb5f667dc,9786
37,26,Butantã,-23.5844,-46.7252,10,67125,37,77,27,NORMAL,38,2018-7-27,7,0120472f15d821f24f91c6cf671f1f7d,1-f22994b93ae34b687e42353a157406ad,9567
14,6,Butantã,-23.5844,-46.7252,25,67014,11,26,43,REABASTECER,15,2018-8-3,24,0120472f15d821f24f91c6cf671f8dd3,1-d95c2ebc497651d3ae17381cba4623cc,9573
43,29,Butantã,-23.5844,-46.7252,43,64621,65,86,34,NORMAL,11,2018-4-18,40,0120472f15d821f24f91c6cf671f8e30,1-bfef84b08e9ba41aec509dada098efae,9468
37,24,Butantã,-23.5844,-46.7252,13,65344,40,77,33,NORMAL,35,2018-6-3,25,0120472f15d821f24f91c6cf6722ef7a,1-3b04afcaa4c532e4d0e597ebad376ec1,9513
43,35,Butantã,-23.5844,-46.7252,24,66155,20,73,22,NORMAL,11,2019-8-15,65,0120472f15d821f24f91c6cf67288df7,1-978a43891d49f9d810076ca7c19bc35b,9945
19,19,Butantã,-23.5844,-46.7252,43,66053,25,6,5,NORMAL,11,2018-8-25,12,0120472f15d821f24f91c6cf67289252,1-4b4bb502b8a416b6cf7ffe2e989108da,9595
40,25,Butantã,-23.5844,-46.7252,7,65356,60,73,11,NORMAL,43,2019-4-10,37,0120472f15d821f24f91c6cf6730c92a,1-de8ca753eb90d6a904c22def9fca0474,9820
12,37,Butantã,-23.5844,-46.7252,5,65642,31,62,39,REABASTECER,41,2019-5-26,35,0120472f15d821f24f91c6cf673452da,1-40cfe94d8c589f63fbcd0bea91071ed5,9866
37,3,Butantã,-23.5844,-46.7252,20,66409,5,66,21,REABASTECER,4,2019-4-20,39,0120472f15d821f24f91c6cf67390019,1-fca8b7ec08d49faba71983e887aea1cc,9830
10,26,Butantã,-23.5844,-46.7252,16,64930,39,65,36,NORMAL,16,2019-9-4,65,0120472f15d821f24f91c6cf67435819,1-d876e2c94a97b17b4ebe0b9c03b213e8,9964
41,6,Fradique Coutinho,-23.5661,-46.6841,21,34391,47,49,8,NORMAL,40,2018-5-17,25,0120472f15d821f24f91c6cf674e60e7,1-71f75bf8d7bb33bbfe1c115c90897328,10217
23,43,Fradique Coutinho,-23.5661,-46.6841,10,33473,32,86,36,NORMAL,30,2018-2-7,5,0120472f15d821f24f91c6cf674f04c1,1-01075395a0cd303245f9e5f4cafa85ad,10117
29,13,Fradique Coutinho,-23.5661,-46.6841,37,34106,63,3,11,NORMAL,7,2018-8-21,55,0120472f15d821f24f91c6cf675573e6,1-cdbbd28a3c4aa63efc3902227a3be226,10311
28,25,Fradique Coutinho,-23.5661,-46.6841,37,34451,27,57,41,REABASTECER,5,2018-7-10,65,0120472f15d821f24f91c6cf675a14fe,1-1f2246bc272224b9bb8b4316eecffe9b,10270
17,18,Fradique Coutinho,-23.5661,-46.6841,35,33723,55,57,14,NORMAL,25,2019-8-5,65,0120472f15d821f24f91c6cf675c1be6,1-a2edb2add11ec7682a8eee48349e393f,10655
43,9,Fradique Coutinho,-23.5661,-46.6841,36,34276,28,25,31,NORMAL,26,2018-9-8,60,0120472f15d821f24f91c6cf675e2d14,1-c15c03bf1db9be0580a81c47b9ca0f85,10328
43,20,Fradique Coutinho,-23.5661,-46.6841,4,36730,65,86,6,REABASTECER,4,2019-3-19,32,0120472f15d821f24f91c6cf67640499,1-ba9a55fda93395969674f8314498ba8d,10519
1,12,Fradique Coutinho,-23.5661,-46.6841,32,36696,31,40,36,REABASTECER,6,2019-12-1,53,0120472f15d821f24f91c6cf67641b12,1-61b39ab7f5fd37d2751c7c15dcfaaec2,10771
11,24,Fradique Coutinho,-23.5661,-46.6841,12,33334,26,61,15,NORMAL,18,2019-4-19,40,0120472f15d821f24f91c6cf67663146,1-c8f03a76b3f99f36d357fb09f024b00c,10549
32,40,Fradique Coutinho,-23.5661,-46.6841,16,36518,65,65,26,NORMAL,25,2019-9-28,30,0120472f15d821f24f91c6cf6771466f,1-b15909e3dc431058ee1b06852f704e97,10708
43,33,Fradique Coutinho,-23.5661,-46.6841,19,33683,32,77,38,NORMAL,43,2019-11-10,61,0120472f15d821f24f91c6cf677405c4,1-1cd29b9bf24a01a3a1614f0f71a6b8cf,10750
43,11,Fradique Coutinho,-23.5661,-46.6841,32,34163,29,28,33,NORMAL,43,2019-12-2,44,0120472f15d821f24f91c6cf67753b53,1-6d9566c593527018c6b8ff29c2d1d5dd,10772
21,33,Fradique Coutinho,-23.5661,-46.6841,11,36118,47,58,21,NORMAL,30,2019-8-15,65,0120472f15d821f24f91c6cf6775550b,1-f6ff0610000cc58994d79bd3e0e47fee,10665
43,26,Luz,-23.5365,-46.6332,38,127141,32,11,40,REABASTECER,17,2018-9-12,33,0120472f15d821f24f91c6cf67771c95,1-96d7d8b7105092bf68c101f17ab65eb8,11052
17,11,Luz,-23.5365,-46.6332,13,127595,58,55,12,NORMAL,26,2018-10-21,42,0120472f15d821f24f91c6cf6779a125,1-66414a1b5c17e5fedf0849323136988c,11091
43,14,Luz,-23.5365,-46.6332,21,125646,62,86,43,NORMAL,14,2018-11-15,65,0120472f15d821f24f91c6cf677b5a49,1-d38da6e76daa50b9b6392c041d82fa53,11115
4,29,Luz,-23.5365,-46.6332,22,124016,57,57,43,REABASTECER,37,2018-1-21,55,0120472f15d821f24f91c6cf6780a7de,1-2a4ba468b66fcd5c46a02a46e6065f55,10821
43,16,Luz,-23.5365,-46.6332,21,125851,65,47,34,NORMAL,8,2019-4-11,34,0120472f15d821f24f91c6cf6785dcd7,1-fef3f457989b8fe4e096f619b8595a96,11261
37,33,Luz,-23.5365,-46.6332,28,127516,65,78,25,NORMAL,10,2019-5-4,14,0120472f15d821f24f91c6cf678768d6,1-8338ecac16e4e63c2959363c63569169,11284
43,43,Luz,-23.5365,-46.6332,38,126476,5,36,18,REABASTECER,15,2018-7-18,57,0120472f15d821f24f91c6cf678d12af,1-67e32d4eb6c44b378820e05a3e71d02a,10998
3,34,Luz,-23.5365,-46.6332,23,126274,12,24,19,REABASTECER,32,2018-8-7,30,0120472f15d821f24f91c6cf678e6c2c,1-b692fb8d56ca0b5fe848c528edec144c,11017
17,7,Luz,-23.5365,-46.6332,28,127175,21,78,40,NORMAL,41,2019-8-12,23,0120472f15d821f24f91c6cf678ea816,1-2ff6627567228e2c70afd9f3aac97b1d,11382
29,16,Luz,-23.5365,-46.6332,4,125036,31,15,21,REABASTECER,7,2018-11-30,25,0120472f15d821f24f91c6cf6796c164,1-8a10a3358b28af498397ad8df52453e1,11130
38,36,Ana Rosa,-23.5813,-46.6383,37,65373,56,18,12,NORMAL,35,2018-2-14,23,0120472f15d821f24f91c6cf679b7654,1-9d0eddc6e8222df4f94629862be916a7,11564
21,11,Luz,-23.5365,-46.6332,20,126364,43,60,21,REABASTECER,38,2019-4-26,1,0120472f15d821f24f91c6cf67a0b6c7,1-72b34038d7ef366467489e91b1352626,11276
24,37,Luz,-23.5365,-46.6332,36,125544,61,10,5,REABASTECER,40,2019-5-29,50,0120472f15d821f24f91c6cf67a3196e,1-3f389911da562fa13c9b37ab304654e5,11309
21,38,Luz,-23.5365,-46.6332,36,126649,65,33,43,NORMAL,43,2019-12-4,27,0120472f15d821f24f91c6cf67a89271,1-84304fcd424a720d224176eaf03c4835,11494
14,34,Luz,-23.5365,-46.6332,26,126659,55,14,34,NORMAL,38,2019-12-6,16,0120472f15d821f24f91c6cf67a8bed5,1-f90e448e7c0634b8ca949821bbea6c60,11496
31,43,Luz,-23.5365,-46.6332,34,125504,55,62,14,NORMAL,21,2019-9-28,10,0120472f15d821f24f91c6cf67abf1b6,1-ce5516208ad772d3101e00000c3b998e,11428
43,10,Ana Rosa,-23.5813,-46.6383,20,63748,21,86,7,NORMAL,26,2018-11-24,50,0120472f15d821f24f91c6cf67af485b,1-1a7e472e6ba19b909bcb1d17557e7af0,11844
10,40,Ana Rosa,-23.5813,-46.6383,22,67035,55,21,20,NORMAL,19,2019-4-23,26,0120472f15d821f24f91c6cf67b93e17,1-2c2915210e696dd92f52913bb306e923,11993
12,18,Ana Rosa,-23.5813,-46.6383,16,64086,29,46,30,NORMAL,23,2018-7-20,65,0120472f15d821f24f91c6cf67c071a0,1-aa38c440a37bf11ff3788ce74a8e3051,11720
14,13,Ana Rosa,-23.5813,-46.6383,28,66999,45,41,28,NORMAL,41,2018-11-20,18,0120472f15d821f24f91c6cf67c17c05,1-e93bab476c59bbc2d8014e97253600e3,11840
33,29,Ana Rosa,-23.5813,-46.6383,21,64855,56,67,8,NORMAL,13,2019-11-18,56,0120472f15d821f24f91c6cf67c8e23e,1-f48e2b670e8f2b3c2a90d381c1027d19,12198
31,18,São Joaquim,-23.5618,-46.6389,25,32790,50,43,41,NORMAL,27,2018-2-18,39,0120472f15d821f24f91c6cf67cee158,1-8d3b93dd872e88e473963174c221918e,12288
32,29,São Joaquim,-23.5618,-46.6389,9,36483,48,61,2,NORMAL,35,2018-2-27,51,0120472f15d821f24f91c6cf67cf7696,1-1d637295f6c92a931ca85fddc8eb5465,12297
36,12,Ana Rosa,-23.5813,-46.6383,34,64002,32,52,43,NORMAL,15,2019-7-20,65,0120472f15d821f24f91c6cf67d24d63,1-dad79f26f8e446f5b3ab64648c820cb7,12080
43,43,Ana Rosa,-23.5813,-46.6383,15,66687,43,77,4,REABASTECER,15,2019-5-6,55,0120472f15d821f24f91c6cf67d4e689,1-3f454bd5424dd2b4cfa9f5797028f2d1,12006
6,27,São Joaquim,-23.5618,-46.6389,43,35402,65,86,26,REABASTECER,35,2018-7-6,51,0120472f15d821f24f91c6cf67d8544e,1-01d04d856cba7945680d2ee7fec4821e,12426
36,23,Ana Rosa,-23.5813,-46.6383,9,67503,10,70,37,REABASTECER,5,2019-7-1,65,0120472f15d821f24f91c6cf67d8a936,1-1f5587bd254f16083a0d019f5d331e7c,12061
24,35,Ana Rosa,-23.5813,-46.6383,18,66103,9,37,30,NORMAL,1,2019-7-13,45,0120472f15d821f24f91c6cf67d9c27d,1-ae3baa30a468781d0b08e94849321f60,12073
43,18,Ana Rosa,-23.5813,-46.6383,5,64530,52,17,30,REABASTECER,17,2019-8-12,48,0120472f15d821f24f91c6cf67dc190c,1-9e865574cd29429ec301dbb0ea1b4684,12102
41,16,Ana Rosa,-23.5813,-46.6383,43,66441,49,7,24,REABASTECER,15,2019-8-13,41,0120472f15d821f24f91c6cf67dc21f4,1-acce7606e45e9f246d8adc1d6fc7922d,12103
32,28,Ana Rosa,-23.5813,-46.6383,7,67481,40,54,13,NORMAL,8,2019-8-26,15,0120472f15d821f24f91c6cf67dce0c3,1-46afce0c16df291fad383bfd8ef19ed7,12116
43,27,São Joaquim,-23.5618,-46.6389,36,32964,46,12,43,REABASTECER,26,2018-9-14,48,0120472f15d821f24f91c6cf67dd7a76,1-dd0d5c3704b557d69cb1029210a909cb,12494
30,8,São Joaquim,-23.5618,-46.6389,25,34380,43,29,43,NORMAL,31,2018-1-24,18,0120472f15d821f24f91c6cf67e6b895,1-6186e5a0e241924489697fc51e60b7ce,12264
21,11,São Joaquim,-23.5618,-46.6389,38,33733,44,86,3,NORMAL,35,2018-3-30,28,0120472f15d821f24f91c6cf67eb67f4,1-042acd8bdab7fe4f3542733aa6c4a0d3,12330
15,13,São Joaquim,-23.5618,-46.6389,19,33307,48,86,25,REABASTECER,5,2018-5-30,17,0120472f15d821f24f91c6cf67efa9e9,1-e40c35cd642aea7ad7322e0850c41149,12390
7,34,São Joaquim,-23.5618,-46.6389,10,35666,59,73,29,NORMAL,38,2018-7-17,49,0120472f15d821f24f91c6cf67f33781,1-c11fdcd822e193e11abb28a42ddd8785,12437
43,31,São Joaquim,-23.5618,-46.6389,38,35619,49,69,8,NORMAL,13,2018-12-29,57,0120472f15d821f24f91c6cf67f66879,1-c78ae503c640f96f156e7983a20f42c9,12599
25,37,São Joaquim,-23.5618,-46.6389,39,32693,22,17,6,NORMAL,34,2019-1-13,32,0120472f15d821f24f91c6cf67ffcaae,1-5f3e6212e10f03c462e16f81eb7ea985,12613
39,43,Pinheiros,-23.5664,-46.703,37,78162,50,37,28,NORMAL,23,2018-12-1,44,01438ce7ddcf9dafea8867e0ef012c29,1-7e48c41e92291fe9643e54144530a633,8971
26,32,Pinheiros,-23.5664,-46.703,6,77392,6,50,36,NORMAL,29,2018-10-6,52,01438ce7ddcf9dafea8867e0ef0310f5,1-57e66af906d6fa98c339f2503090caf5,8916
43,15,Pinheiros,-23.5664,-46.703,29,79615,65,86,33,NORMAL,28,2018-11-8,27,01438ce7ddcf9dafea8867e0ef05a7db,1-8528b84f30489a5975ac54bf9038134b,8948
43,3,Pinheiros,-23.5664,-46.703,21,76272,57,11,43,REABASTECER,8,2019-6-17,53,01438ce7ddcf9dafea8867e0ef117f28,1-7e7f1318f2c221b92f903162aa530006,9167
43,16,Pinheiros,-23.5664,-46.703,29,78031,41,22,4,NORMAL,33,2019-7-20,25,01438ce7ddcf9dafea8867e0ef1ac1f1,1-ddd99917b78b2a2cc3302c8bbcb3ac17,9200
33,6,Pinheiros,-23.5664,-46.703,15,76279,52,7,6,REABASTECER,37,2019-11-24,17,01438ce7ddcf9dafea8867e0ef1cabd6,1-b3ab0118672849e62b017945a056575c,9324
26,26,Butantã,-23.5844,-46.7252,35,65563,55,2,28,REABASTECER,43,2018-3-19,48,01438ce7ddcf9dafea8867e0ef26215e,1-7004fa01aaf06345aac778221b3ec13d,9439
12,30,Butantã,-23.5844,-46.7252,19,65969,16,44,6,REABASTECER,13,2018-5-18,1,01438ce7ddcf9dafea8867e0ef31ff76,1-28635e0ad842168c395d2c082aae2eec,9498
